$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$D;1690,00;46,3;;14800;11,0;3,7;1653;;;;8;0,2;0,0;90;-0;-11;100;*0C
$D;1691,00;44,6;;14800;11,0;3,7;1653;;;;7;0,2;0,0;82;-0;-11;100;*60
$D;1692,00;45,6;;14800;11,0;3,7;1653;;;;6;0,2;0,0;66;-0;-11;100;*82
$D;1693,00;45,8;;14800;11,0;3,7;1653;;;;5;0,2;0,0;60;-0;-11;100;*B3
$D;1694,00;45,1;;14900;11,0;3,7;1653;;;;4;0,2;0,0;44;-0;-11;100;*42
$D;1695,00;45,8;;14900;11,0;3,7;1653;;;;3;0,2;0,0;29;-0;-10;100;*18
$D;1696,00;46,1;;14900;11,0;3,7;1654;;;;1;6,7;0,0;21;-0;-10;100;*71
$D;1697,00;47,1;;14900;10,7;3,6;1655;;;;0;18,7;0,0;9;-0;-10;100;*D1
$D;1698,00;52,0;;14900;10,3;3,5;1664;;;;0;27,8;0,0;16;-0;-10;100;*2C
$D;1699,00;57,0;;14900;10,3;3,5;1673;;;;1;27,3;2,1;26;-0;-6;100;*84
$D;1700,00;60,7;;14900;10,3;3,5;1679;;;;5;25,8;2,7;46;-0;-1;100;*14
$D;1701,00;62,8;;15000;10,2;3,5;1687;;;;9;25,3;2,5;58;-0;-1;100;*48
$D;1702,00;59,1;;15000;10,2;3,4;1692;;;;11;25,6;3,9;77;-0;6;100;*00
$D;1703,00;52,6;;15000;10,2;3,4;1701;;;;19;26,6;6,4;90;-0;14;100;*8C
$D;1704,00;47,4;;15000;10,1;3,4;1710;;;;24;27,2;7,2;95;-0;22;100;*B6
$D;1705,00;48,0;;15000;10,1;3,4;1714;;;;32;27,4;7,3;101;-0;31;100;*8F
$D;1706,00;46,8;;15000;10,0;3,4;1723;;;;41;27,7;6,9;108;-0;31;100;*11
$D;1707,00;45,9;;15000;10,8;3,6;1726;;;;46;0,4;7,2;112;-0;47;100;*9D
$D;1708,00;38,3;;15100;10,8;3,6;1726;;;;53;0,2;5,0;120;-0;50;100;*10
$D;1709,00;26,3;;15100;10,8;3,6;1726;;;;55;0,2;3,0;123;-0;50;100;*18
$D;1710,00;33,6;;15100;10,8;3,6;1726;;;;54;0,2;0,0;126;-0;45;100;*C6
$D;1711,00;38,0;;15100;10,9;3,6;1726;;;;50;0,2;0,0;130;-0;45;100;*CF
$D;1712,00;49,6;;15100;10,9;3,6;1726;;;;48;0,3;0,0;134;-0;29;100;*7C
$D;1713,00;46,3;;15100;10,9;3,6;1727;;;;46;0,2;0,0;145;-0;20;100;*29
$D;1714,00;42,7;;15100;10,9;3,6;1727;;;;46;0,2;0,5;158;-0;20;100;*74
$D;1715,00;37,2;;15100;10,9;3,6;1727;;;;47;0,2;1,0;162;-0;7;100;*CD
$D;1716,00;36,1;;15100;10,9;3,6;1727;;;;48;0,2;0,3;169;-0;1;100;*2A
$D;1717,00;36,5;;15200;10,9;3,7;1727;;;;47;0,3;0,0;174;-0;-5;100;*C0
$D;1718,00;42,8;;15200;10,9;3,7;1727;;;;47;0,2;0,0;180;-0;-8;100;*00
$D;1719,00;44,7;;15200;10,9;3,7;1727;;;;45;0,2;0,0;188;-0;-8;100;*B0
$D;1720,00;48,8;;15200;10,9;3,7;1727;;;;44;0,2;0,0;189;-0;-6;100;*3F
$D;1721,00;50,3;;15200;10,9;3,7;1727;;;;43;0,2;0,0;192;-0;-4;100;*3A
$D;1722,00;46,3;;15200;10,9;3,7;1727;;;;42;0,2;0,0;192;-0;-4;100;*FB
$D;1723,00;46,8;;15200;10,9;3,7;1727;;;;41;0,2;0,0;189;-0;-5;100;*1B
$D;1724,00;46,6;;15200;10,9;3,7;1727;;;;40;0,2;0,0;185;-0;-7;100;*98
$D;1725,00;49,1;;15300;10,9;3,7;1727;;;;39;0,2;0,0;182;-0;-7;100;*C3
$D;1726,00;51,5;;15300;10,9;3,7;1727;;;;37;0,2;0,0;173;-0;-10;100;*E4
$D;1727,00;53,0;;15300;10,9;3,7;1728;;;;35;0,2;0,0;164;-0;-10;100;*DA
$D;1728,00;50,6;;15300;10,9;3,7;1728;;;;34;0,2;0,0;158;-0;-10;100;*4E
$D;1729,00;49,8;;15300;10,9;3,7;1728;;;;33;0,2;0,0;148;-0;-10;100;*CA
$D;1730,00;47,0;;15300;10,9;3,7;1728;;;;33;0,2;0,0;143;-0;-10;100;*92
$D;1731,00;45,5;;15400;10,9;3,7;1728;;;;33;0,2;0,0;132;-0;-8;100;*00
$D;1732,00;44,6;;15400;10,9;3,7;1728;;;;32;0,2;0,0;118;-0;-8;100;*FE
$D;1733,00;45,5;;15400;10,9;3,7;1728;;;;31;0,2;0,0;111;-0;-8;100;*3A
$D;1734,00;44,6;;15400;10,9;3,7;1728;;;;30;0,2;0,0;97;-0;-8;100;*77
$D;1735,00;43,4;;15400;11,0;3,7;1728;;;;29;0,2;0,0;83;-0;-8;100;*F6
$D;1736,00;40,1;;15400;11,0;3,7;1728;;;;29;0,2;0,0;76;-0;-6;100;*B3
$D;1737,00;38,8;;15400;11,0;3,7;1728;;;;28;0,2;0,0;65;-0;-5;100;*55
$D;1738,00;37,8;;15400;11,0;3,7;1728;;;;27;0,2;0,0;59;-0;-5;100;*5E
$D;1739,00;38,4;;15400;11,0;3,7;1728;;;;27;0,2;0,0;48;-0;-6;100;*15
$D;1740,00;40,3;;15500;11,0;3,7;1728;;;;26;0,2;0,0;37;-0;-6;100;*D3
$D;1741,00;43,4;;15500;11,0;3,7;1729;;;;25;0,2;0,0;31;-0;-7;100;*C4
$D;1742,00;40,6;;15500;11,0;3,7;1729;;;;24;0,2;0,0;25;-0;-7;100;*75
$D;1743,00;39,6;;15500;11,0;3,7;1729;;;;23;0,2;0,0;25;-0;-7;100;*6A
$D;1744,00;36,3;;15500;11,0;3,7;1729;;;;23;0,1;0,1;30;-0;-5;100;*07
$D;1745,00;35,5;;15500;11,0;3,7;1729;;;;23;0,2;0,0;38;-0;-5;100;*A2
$D;1746,00;34,5;;15500;11,0;3,7;1729;;;;22;0,2;0,0;43;-0;-5;100;*ED
$D;1747,00;38,9;;15500;11,0;3,7;1729;;;;21;0,2;0,0;52;-0;-7;100;*EA
$D;1748,00;40,5;;15500;11,0;3,7;1729;;;;19;0,2;0,0;65;-0;-7;100;*77
$D;1749,00;37,8;;15600;11,0;3,7;1729;;;;18;0,2;0,0;70;-0;-7;100;*17
$D;1750,00;37,3;;15600;11,0;3,7;1729;;;;17;0,2;0,0;83;-0;-7;100;*EB
$D;1751,00;35,7;;15600;11,0;3,7;1729;;;;17;0,2;0,0;89;-0;-7;100;*83
$D;1752,00;38,1;;15600;11,0;3,7;1729;;;;16;0,2;0,0;100;-0;-6;100;*22
$D;1753,00;38,9;;15600;11,0;3,7;1729;;;;14;0,2;0,0;111;-0;-6;100;*81
$D;1754,00;39,9;;15600;11,0;3,7;1729;;;;13;0,2;0,0;117;-0;-10;100;*1C
$D;1755,00;37,5;;15600;11,0;3,7;1730;;;;13;0,2;0,0;126;-0;-9;100;*71
$D;1756,00;35,9;;15600;11,0;3,7;1730;;;;12;0,2;0,0;129;-0;-9;100;*A2
$D;1757,00;38,2;;15600;11,0;3,7;1730;;;;12;0,2;0,0;133;-0;-7;100;*0E
$D;1758,00;38,3;;15700;11,0;3,7;1730;;;;11;0,2;0,0;137;-0;-7;100;*46
$D;1759,00;42,7;;15700;11,0;3,7;1730;;;;9;0,2;0,0;138;-0;-7;100;*2C
$D;1760,00;41,6;;15700;11,0;3,7;1730;;;;9;0,2;0,0;139;-0;-8;100;*AE
$D;1761,00;42,6;;15700;11,0;3,7;1730;;;;8;0,2;0,0;136;-0;-8;100;*BF
$D;1762,00;42,1;;15700;11,0;3,7;1730;;;;8;0,2;0,0;134;-0;-6;100;*60
$D;1763,00;44,6;;15700;11,0;3,7;1730;;;;7;0,2;0,0;127;-0;-5;100;*05
$D;1764,00;44,1;;15700;11,0;3,7;1730;;;;7;0,2;0,0;123;-0;-5;100;*4C
$D;1765,00;45,6;;15700;11,0;3,7;1730;;;;6;0,2;0,0;117;-0;-6;100;*1D
$D;1766,00;45,9;;15800;11,0;3,7;1730;;;;5;0,2;0,0;108;-0;-6;100;*55
$D;1767,00;43,9;;15800;11,0;3,7;1730;;;;5;0,2;0,0;105;-0;-6;100;*0D
$D;1768,00;43,8;;15800;11,0;3,7;1730;;;;4;0,2;0,0;98;-0;-5;100;*DC
$D;1769,00;44,7;;15800;11,0;3,7;1731;;;;3;0,3;0,0;92;-0;-5;100;*AA
$D;1770,00;44,7;;15800;11,0;3,7;1731;;;;3;0,2;0,0;89;-0;-5;100;*56
$D;1771,00;45,5;;15800;11,0;3,7;1731;;;;2;0,2;0,0;81;-0;-5;100;*F4
$D;1772,00;42,0;;15800;11,0;3,7;1731;;;;2;0,3;0,0;76;-0;-5;100;*A2
$D;1773,00;41,9;;15800;11,0;3,7;1731;;;;2;0,2;0,0;65;-0;-4;100;*02
$D;1774,00;42,1;;15900;11,0;3,7;1731;;;;1;0,3;0,0;50;-0;-4;100;*CE
$D;1775,00;40,8;;15900;10,9;3,7;1731;;;;0;0,2;0,0;43;-0;-5;100;*74
$D;1776,00;40,7;;15900;10,7;3,6;1733;;;;-1;14,9;0,0;30;-0;-6;100;*72
$D;1777,00;42,2;;15900;10,2;3,5;1740;;;;-1;28,2;0,0;22;-0;-6;100;*BE
$D;1778,00;58,1;;15900;10,2;3,5;1745;;;;0;27,2;1,1;22;-0;-4;100;*9B
$D;1779,00;64,5;;15900;10,2;3,4;1754;;;;1;25,3;1,5;34;-0;-1;100;*A1
$D;1780,00;63,3;;15900;10,5;3,5;1759;;;;4;12,6;1,7;43;-0;-1;100;*9C
$D;1781,00;43,9;;16000;10,5;3,5;1761;;;;8;15,7;4,9;63;-0;5;100;*F2
$D;1782,00;39,3;;16000;10,5;3,5;1767;;;;15;8,9;6,3;75;-0;5;100;*7C
$D;1783,00;35,4;;16000;10,8;3,6;1768;;;;20;0,5;6,0;81;-0;20;100;*E3
$D;1784,00;33,4;;16000;10,8;3,6;1768;;;;24;0,3;3,0;87;-0;24;100;*91
$D;1785,00;33,6;;16000;10,8;3,6;1768;;;;23;0,2;0,8;89;-0;24;100;*00
$D;1786,00;42,3;;16000;10,9;3,6;1768;;;;21;0,2;0,0;93;-0;23;100;*B0
$D;1787,00;45,8;;16000;10,9;3,6;1768;;;;18;0,2;0,0;100;-0;19;100;*CE
$D;1788,00;44,2;;16000;10,9;3,6;1768;;;;17;0,2;0,0;105;-0;16;100;*B2
$D;1789,00;37,1;;16000;10,9;3,6;1768;;;;18;0,2;0,1;113;-0;14;100;*2A
$D;1790,00;35,5;;16100;10,9;3,6;1768;;;;19;0,2;0,9;121;-0;14;100;*DE
$D;1791,00;33,2;;16100;10,9;3,6;1768;;;;19;0,2;0,5;125;-0;4;100;*45
$D;1792,00;34,9;;16100;10,9;3,6;1769;;;;18;0,2;0,0;134;-0;-2;100;*E3
$D;1793,00;41,5;;16100;10,9;3,6;1769;;;;15;0,2;0,0;138;-0;-2;100;*CD
$D;1794,00;45,2;;16100;10,9;3,6;1769;;;;14;0,2;0,0;149;-0;-10;100;*4C
$D;1795,00;45,5;;16100;10,9;3,6;1769;;;;11;0,2;0,0;156;-0;-10;100;*D8
$D;1796,00;48,6;;16100;10,9;3,7;1769;;;;11;0,2;0,0;157;-0;-8;100;*32
$D;1797,00;52,8;;16100;10,9;3,7;1769;;;;9;0,2;0,0;156;-0;-8;100;*C9
$D;1798,00;53,1;;16200;10,9;3,7;1769;;;;8;0,2;0,0;152;-0;-8;100;*7B
$D;1799,00;51,1;;16200;10,9;3,7;1769;;;;7;0,2;0,0;148;-0;-11;100;*EA
$D;1800,00;49,6;;16200;10,9;3,7;1769;;;;8;0,3;0,4;140;-0;-11;100;*52
$D;1801,00;44,1;;16200;10,9;3,7;1769;;;;9;0,2;0,7;135;-0;-11;100;*68
$D;1802,00;43,4;;16200;10,9;3,7;1769;;;;9;0,2;0,3;124;-0;-6;100;*C6
$D;1803,00;45,7;;16200;10,9;3,7;1769;;;;8;0,2;0,0;114;-0;-6;100;*97
$D;1804,00;49,1;;16200;10,9;3,7;1769;;;;6;0,3;0,0;105;-0;-5;100;*D3
